Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category
2015,5,Multistate,Food,Salmonella enterica,Hartford,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Grocery store",19,4,12,0,19,tomatoes,,Seeded Vegetables
2015,6,Kansas,Food,Norovirus Genogroup I,unknown,Suspected,Restaurant - Sit-down dining,10,0,10,0,10,,,
2015,6,Ohio,Food,Other - Chemical/Toxin,,Confirmed,Other,2,0,2,0,2,fudge bar,,Multiple
2014,6,California,Food,,,,Restaurant - Sit-down dining,6,0,5,0,5,,,
2014,5,California,Food,Norovirus unknown,,Suspected,Banquet Facility (food prepared and served on-site),2,0,2,0,2,,,
2014,6,California,Food,Norovirus unknown,,Suspected,Prison/jail,25,0,25,0,25,"spread/filling, other",,Multiple
2014,3,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,5,1,2,0,2,,,
2015,1,California,Food,,,,Restaurant - Sit-down dining; Other,5,0,5,0,5,,,
2014,12,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2013,12,California,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2013,6,California,Food,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),16,0,16,0,16,,,
2014,11,California,Food,Salmonella enterica,Uganda,Confirmed,Other,12,2,10,0,12,blood sausage,pork,Pork
2014,12,California,Food,Shigella sonnei,,Confirmed,Private home/residence; Other,11,0,11,0,11,,,
2014,6,California,Food,,,,,11,0,0,0,11,,,
2015,2,California,Food,Norovirus Genogroup I,GI.1,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,"ground beef, cheeseburger",,Beef
2014,12,California,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,2,California,Food,,,,Restaurant - Sit-down dining,8,0,8,0,8,,,
2014,11,California,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,5,1,1,0,4,"other cheese, unpasteurized",,Dairy
2014,4,California,Food,Salmonella enterica,Montevideo,Confirmed,Restaurant - Sit-down dining,22,8,20,0,21,,,
2015,6,Florida,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2015,5,Rhode Island,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,ham,ham,Pork
2014,5,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,specialty/ethnic dishes,,Unclassifiable
2014,12,California,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,96,0,96,0,96,hummus,,Multiple
2014,6,Virginia,Food,Listeria monocytogenes,,Confirmed,Restaurant - Sit-down dining; Private home/residence,2,2,2,0,2,sprouts,sprouts,Sprouts
2015,6,Illinois,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,24,1,24,0,24,,,
2015,6,Florida,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,
2014,5,California,Food,Norovirus unknown; Norovirus Genogroup II,GII.4 Sydney,Suspected; Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,specialty/ethnic dishes; noodles,,Multiple
2014,5,California,Food,Norovirus unknown,,Confirmed,Private home/residence,10,0,10,0,10,"pork; macaroni salad; sandwich, chicken",,Multiple
2014,6,California,Food,Norovirus unknown,,Confirmed,Banquet Facility (food prepared and served on-site),18,0,18,0,18,"salmon, unspecified; spices","fish, salmon; pepper, ground",Multiple
2015,5,Oregon,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,5,Minnesota,Food,Campylobacter jejuni,,Confirmed,Private home/residence,13,1,11,0,13,,,
2015,5,Maryland,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,6,New York,Food,,,,Restaurant - Sit-down dining,9,0,9,0,9,,,
2014,3,Georgia,Food,Ciguatoxin,,Confirmed,Private home/residence,14,0,14,0,14,"fish, amberjack",,Fish
2015,5,Florida,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),14,0,14,0,14,fettucine alfredo,cream; parmesan cheese; pasta,Multiple
2015,6,Wisconsin,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,6,Minnesota,Food,Norovirus Genogroup I,,Suspected,Restaurant - Sit-down dining,17,0,17,0,17,,,
2015,6,Minnesota,Food,Clostridium perfringens,,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),14,0,14,0,14,"soup, other",,Multiple
2015,6,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,6,Oregon,Food,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9,0,9,0,9,,,
2015,6,Florida,Food,Staphylococcus,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,coleslaw,,Multiple
2015,5,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,2,5,0,5,stuffed chicken,chicken,Chicken
2015,5,Alaska,Food,Clostridium botulinum,,Confirmed,Private home/residence,3,3,3,0,3,"seal, flipper",,Other Aquatic Animals
2015,6,Connecticut,Food,Norovirus Genogroup II,other,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,14,0,14,0,14,,,
2014,8,Maine,Food,Listeria monocytogenes,,Confirmed,Other,2,2,2,0,2,,,
2015,2,Arizona,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,2,1,2,0,2,,,
2014,8,Arizona,Food,Salmonella enterica,Panama,Confirmed,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Religious facility,19,3,4,0,4,,,
2015,6,Utah,Food,,,,Restaurant - Sit-down dining,6,0,6,0,6,,,
2015,4,Illinois,Food,Norovirus Genogroup II; Norovirus Genogroup II; Other; Other,,Confirmed; Confirmed; Suspected; Suspected,Restaurant - Sit-down dining,22,0,22,0,22,,,
2015,5,Kentucky,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),6,4,4,0,6,,,
2014,12,Multistate,Food,Salmonella enterica,Stanley,Confirmed,Private home/residence,18,4,16,0,17,cashews,,Nuts-Seeds
2015,6,Ohio,Food,Norovirus,,Suspected,Unknown,2,0,2,0,2,"sandwich, meatball",,Multiple
2015,6,Florida,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining; Private home/residence; Grocery store,18,0,18,0,18,,,
2015,4,New Hampshire,Food,,,,Restaurant - Sit-down dining,13,0,13,0,13,,,
2015,3,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence; Grocery store",16,10,16,0,16,"romaine lettuce, unspecified",,Vegetable Row Crops
2015,6,Virginia,Food,"Escherichia coli, Shiga toxin-producing",,Suspected,School/college/university,8,0,8,0,8,,,
2015,6,Illinois,Food,Other,,Suspected,Private home/residence,8,1,,0,,,,
2015,4,Tennessee,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Unknown,3,1,3,0,3,,,
2015,5,Tennessee,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,6,Tennessee,Food,,,,Caterer (food prepared off-site from where served),4,,0,,0,,,
2015,6,Tennessee,Food,Cryptosporidium; Cryptosporidium,,Confirmed; Suspected,,2,0,2,0,2,raw milk,,Dairy
2015,6,Tennessee,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,4,0,2,0,2,,,
2015,6,Illinois,Food,Salmonella enterica; Norovirus; Salmonella enterica,Heidelberg; ; Heidelberg,Confirmed; Suspected; Confirmed,Grocery store,10,6,,0,,mole sauce,,Multiple
2015,6,Maryland,Food,Clostridium perfringens,,Confirmed,Prison/jail,30,0,30,0,30,burritos,,Multiple
2015,6,Illinois,Food,,,,Caterer (food prepared off-site from where served),4,1,,0,,,,
2015,6,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,6,Ohio,Food,,,,Restaurant - Sit-down dining,2,1,2,0,2,,,
2015,6,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Restaurant - Sit-down dining,2,1,2,0,2,,,
2015,6,Kansas,Food,,,,Restaurant - other or unknown type,2,0,2,0,2,,,
2015,6,Wisconsin,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),32,0,0,0,0,pulled pork,,Pork
2015,7,Minnesota,Food,Norovirus Genogroup I,GI.5,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2015,6,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,10,1,10,0,10,,,
2015,5,Maryland,Food,,,,Private home/residence,28,0,28,0,28,chicken salad,,Multiple
2015,3,Michigan,Food,Salmonella enterica,Braenderup,Confirmed,Restaurant - Sit-down dining,6,3,6,0,6,chicken; salad; eggs,chicken; lettuce; tomato; egg,Multiple
2015,4,Michigan,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,5,3,5,0,5,"chicken, shawarma",,Multiple
2015,3,Michigan,Food,Salmonella enterica,Uganda,Confirmed,Restaurant - Sit-down dining,3,1,3,0,3,,,
2015,5,Michigan,Food,,,,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,7,Illinois,Food,Norovirus,,Suspected,Grocery store,4,0,,0,,guacamole,,Multiple
2015,6,Florida,Food,Vibrio parahaemolyticus,,Suspected,,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks
2015,7,Minnesota,Food,Norovirus Genogroup I,GI.5,Suspected,Private home/residence,5,0,5,0,5,,,
2015,6,Florida,Food,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,6,Oregon,Food,Salmonella enterica,Typhimurium,Confirmed,"Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services",53,28,53,0,53,thai food,,Unclassifiable
2015,6,Michigan,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,11,0,11,0,11,salsa,,Multiple
2015,5,Virginia,Food,Norovirus Genogroup II; Norovirus Genogroup II,,Confirmed; Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),15,1,15,0,15,salad,"cucumber; onion; tomatoes, roma",Multiple
2015,7,Pennsylvania,Food,Puffer fish tetrodotoxin,,Confirmed,Private home/residence,5,2,5,0,5,"fish, puffer unspecified",,Fish
2015,5,Illinois,Food,"Shigella; Other; Salmonella enterica; Escherichia coli, Shiga toxin-producing; Norovirus",O157:H7; ,Suspected; Suspected; Suspected; Suspected; Suspected,Restaurant - Sit-down dining,10,0,,0,,"sandwich, fajita",,Multiple
2015,7,Tennessee,Food,Salmonella,,Suspected,Caterer (food prepared off-site from where served),30,0,30,0,30,,,
2015,5,New York,Food,Scombroid toxin,,Confirmed,,2,0,2,0,2,tuna burger,tuna steak,Fish
2015,7,Illinois,Food,Other; Norovirus,,Confirmed; Suspected,Prison/jail,178,0,,0,,,,
2015,6,Florida,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,16,2,16,0,16,,,
2015,6,Illinois,Food,Hepatitis A,,Confirmed,Caterer (food prepared off-site from where served); Grocery store,8,3,,0,,,,
2015,5,Utah,Food,Staphylococcus aureus,,Confirmed,Other,58,0,58,0,58,ham and rice with cream of mushroom soup,,Multiple
2015,6,Ohio,Food,Clostridium perfringens,,Confirmed,Private home/residence,57,0,57,1,57,beef,,Beef
2015,5,New York,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"oysters, raw","oysters, raw",Mollusks
2015,6,Florida,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,11,0,11,0,11,"pork, bbq",pork,Pork
2015,3,South Carolina,Food,,,,School/college/university,10,0,10,0,10,turkey,,Turkey
2015,6,Kansas,Food,Campylobacter jejuni,,Confirmed,Other,3,1,3,0,3,,,
2015,6,South Dakota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,13,1,13,0,13,,,
2015,5,Louisiana,Food,Clostridium perfringens,,Confirmed,,8,0,8,0,8,,,
2015,5,South Carolina,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2015,7,Maryland,Food,Norovirus Genogroup II,GII.17,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,sushi,,Multiple
2015,7,Iowa,Food,Salmonella enterica,Enteritidis,Confirmed,,6,0,6,0,6,"ice cream, homemade",,Multiple
2015,7,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Other,9,2,8,0,8,"ice cream, homemade",egg,Eggs
2015,7,Ohio,Food,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,pasta,,Multiple
2015,7,Hawaii,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"fish, ahi","fish, ahi",Fish
2015,7,Illinois,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,6,0,,0,,,,
2015,7,Illinois,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,4,0,,0,,,,
2015,7,Virginia,Food,Campylobacter,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,
2015,7,New York,Food,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,72,0,72,0,72,meat; rice,pork; rice,Multiple
2015,4,Michigan,Food,,,,Banquet Facility (food prepared and served on-site),26,0,26,0,26,salad,n/a,Multiple
2015,6,New York,Food,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,brownie with whipped cream,,Multiple
2015,6,New York,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,,,
2015,7,New York,Food,Salmonella enterica,Oranienburg,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,4,6,0,7,,,
2015,7,Florida,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,7,Illinois,Food,"Other; Shigella; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing; Salmonella enterica; Salmonella enterica",O157:H7; Typhimurium; Enteritidis,Suspected; Suspected; Confirmed; Suspected; Suspected; Confirmed,Caterer (food prepared off-site from where served),10,1,,0,,chicken breast,chicken,Chicken
2015,6,Maryland,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,7,1,7,0,7,"chicken, liver mousse","liver, chicken",Chicken
2015,6,Maryland,Food,Ciguatoxin,,Confirmed,Private home/residence,4,0,4,0,4,"fish, baracuda",,Fish
2015,7,Ohio,Food,Salmonella enterica,"I 4,[5],12:i:-",Suspected,Restaurant - Sit-down dining; Private home/residence,2,0,2,0,2,,,
2015,7,Florida,Food,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,"fish, amberjack; fish, hogfish",,Fish
2015,7,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,6,Missouri,Food,Campylobacter jejuni,,Confirmed,Camp,28,0,28,0,28,country fried steak; mashed potatoes,,Multiple
2015,7,Connecticut,Food,,,,Camp,13,0,13,0,13,,,
2015,6,Minnesota,Food,Salmonella enterica,Agona,Confirmed,Private home/residence,10,0,10,0,10,pork,pork,Pork
2015,7,Kansas,Food,Salmonella enterica,Infantis,Confirmed,Restaurant - other or unknown type,5,2,5,0,5,,,
2015,7,Kansas,Food,,,,Restaurant - Sit-down dining,5,0,3,0,0,,,
2015,6,Oregon,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining; Private home/residence,3,0,3,0,3,pork,pork,Pork
2015,7,New York,Food,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),45,0,45,0,45,macaroni and cheese,,Multiple
2015,4,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,7,0,7,0,7,"spring rolls, unspecified",,Multiple
2015,3,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,8,0,8,0,8,,,
2014,8,California,Food,Other - Bacterium,,Suspected,Restaurant - Sit-down dining,7,0,7,0,7,,,
2014,12,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,5,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,3,0,3,,,
2014,11,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,13,0,13,0,13,"fish, salmon",,Fish
2015,5,California,Food,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,18,0,18,0,18,,,
2015,2,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,1,California,Food,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,4,0,4,,,
2015,2,California,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,3,California,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,4,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,5,California,Food,,,,Restaurant - Sit-down dining,3,0,3,0,3,"sandwich, gyro",,Multiple
2015,4,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,
2015,3,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,1,5,0,5,"salad, unspecified",,Multiple
2015,2,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,4,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,"ground beef, hamburger",,Beef
2015,7,Ohio,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,
2014,12,California,Food,"Escherichia coli, Enteroaggregative; Escherichia coli, Enteropathogenic",unknown; unknown,Suspected; Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,4,California,Food,,,,Caterer (food prepared off-site from where served),7,0,5,0,5,,,
2015,2,California,Food,Other - Bacterium,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,5,0,5,rice,,Grains-Beans
2015,7,Michigan,Food,,,,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,7,Florida,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,12,1,12,0,12,"salad, unspecified",salad,Multiple
2015,6,Texas,Food,Salmonella enterica,Braenderup,Suspected,Caterer (food prepared off-site from where served),5,0,5,0,5,,,
2015,6,Colorado,Food,,,,Unknown,15,0,0,0,0,cake,,Multiple
2015,6,Colorado,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,0,0,0,omelette; crepes,"egg; sausage, pork; egg; sausage, pork",Multiple
2015,8,Oregon,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),14,0,14,0,14,,,
2015,5,Minnesota,Food,Campylobacter jejuni; Campylobacter coli,,Confirmed; Suspected,Restaurant - Sit-down dining,9,0,9,0,9,"chicken, liver mousse","liver, chicken",Chicken
2015,7,Oregon,Food,Yersinia,,Confirmed,,2,0,2,0,2,,,
2015,6,New York,Food,Giardia duodenalis; Cryptosporidium parvum,Assemblage B; ,Confirmed; Confirmed,Grocery store,20,1,15,0,20,,,
2015,7,Wisconsin,Food,,,,Hospital,11,0,11,0,11,,,
2015,7,South Carolina,Food,Norovirus Genogroup II,GII.6,Confirmed,Restaurant - Sit-down dining,67,0,67,0,67,,,
2015,8,Louisiana,Food,Clostridium perfringens,,Confirmed,,9,0,9,0,9,bean dishes,,Multiple
2015,5,Utah,Food,,,,Other,7,0,7,0,7,"sausage, unspecified",,Multiple
2015,8,Utah,Food,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,8,0,8,0,8,,,
2015,2,Colorado,Food,Scombroid toxin,,Confirmed,Private home/residence,4,0,2,0,2,"fish, tuna",,Fish
2015,8,Oregon,Food,,,,,2,0,1,0,1,,,
2015,4,Texas,Food,Norovirus Genogroup II,,Confirmed,"Fair, festival, other temp or mobile services",35,1,35,0,35,,,
2015,4,Michigan,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,4,South Carolina,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,tuna steak,,Fish
2015,8,Maryland,Food,Sapovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,fettucine alfredo,,Multiple
2015,6,Hawaii,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",18,,,,,,,
2015,7,Michigan,Food,Clostridium perfringens,,Suspected,Camp,32,0,32,0,32,turkey,,Turkey
2015,3,Colorado,Food,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",,Mollusks
2015,7,Florida,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,12,0,12,0,12,salad bar items,lettuce,Vegetable Row Crops
2015,3,Alabama,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,4,2,4,0,4,,,
2015,8,New York,Food,,,,Restaurant - Sit-down dining; Private home/residence,29,0,29,0,29,,,
2015,7,New York,Food,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,2,0,2,0,2,chicken livers,,Chicken
2015,8,Florida,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,6,0,6,0,6,"ethnic style, buffet","rice, white",Grains-Beans
2015,8,Minnesota,Food,Salmonella enterica,Virchow,Confirmed,Restaurant - Sit-down dining,9,0,9,0,9,guacamole,,Multiple
2015,3,Utah,Food,Streptococcus Group A,,Suspected,Prison/jail,40,0,40,0,40,,,
2015,4,Utah,Food,Salmonella enterica,Newport,Confirmed,Other,4,0,4,0,4,"milk, whole milk unpasteurized","milk, unpasteurized",Dairy
2015,5,Utah,Food,Hepatitis A,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,1,2,0,2,,,
2015,6,Utah,Food,Norovirus Genogroup II,GII.17,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",110,1,,0,110,,,
2015,6,Utah,Food,,,,,6,0,6,0,6,carne asada steak,beef,Beef
2015,7,Minnesota,Food,Campylobacter jejuni,,Confirmed,Private home/residence,3,0,3,0,3,,,
2015,7,Minnesota,Food,Campylobacter,,Suspected,Private home/residence,2,0,2,0,2,,,
2015,8,Kansas,Food,,,,Restaurant - other or unknown type,2,0,2,0,2,,,
2015,8,Kansas,Food,Campylobacter unknown,,Confirmed,Private home/residence,14,1,13,0,14,,,
2015,8,Kansas,Food,,,,Grocery store,3,0,3,0,3,chocolate mousse,,Multiple
2015,8,Florida,Food,,,,Caterer (food prepared off-site from where served),16,0,16,0,16,,,
2015,8,Kansas,Food,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,
2015,7,Connecticut,Food,Salmonella enterica,Enteritidis,Confirmed,Long-term care/nursing home/assisted living facility,3,1,3,0,3,chicken tenders,chicken,Chicken
2015,8,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,0,0,0,,,
2015,8,Tennessee,Food,Norovirus Genogroup II,GII.1,Confirmed,Religious facility,8,1,8,0,8,,,
2015,6,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,1,2,0,2,,,
2015,8,Ohio,Food,Staphylococcus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,2,0,2,,,
2015,8,Ohio,Food,Shigella sonnei,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,1,1,0,3,,,
2015,8,Minnesota,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining; Private home/residence,2,0,2,0,2,raw oysters,"oysters, raw",Mollusks
2015,6,Tennessee,Food,Salmonella enterica,Paratyphi B,Confirmed,Restaurant - Sit-down dining,3,0,3,0,3,"sushi, raw",,Multiple
2015,8,Tennessee,Food,"Escherichia coli, Enteroaggregative; Escherichia coli, Enteropathogenic",unknown; unknown,Suspected; Suspected,Private home/residence; Caterer (food prepared off-site from where served),90,0,90,0,90,guacamole; corn salsa; tacos,,Multiple
2015,8,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining; Restaurant - Buffet,7,1,7,0,7,,,
2015,3,California,Food,Norovirus unknown,,Suspected,Private home/residence; Caterer (food prepared off-site from where served),25,0,25,0,25,,,
2015,4,California,Food,Norovirus unknown,,Suspected,Banquet Facility (food prepared and served on-site),23,0,23,0,23,guacamole,,Multiple
2015,4,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,9,0,9,0,9,,,
2015,1,California,Food,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,3,0,3,,,
2014,11,California,Food,,,,Restaurant - Sit-down dining,7,0,7,0,7,,,
2015,3,California,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,23,1,23,0,23,,,
2014,1,California,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,4,1,4,0,4,,,
2015,5,California,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,8,Texas,Food,Salmonella unknown,,Confirmed,,10,0,10,0,10,shrimp cocktail,,Multiple
2015,5,South Carolina,Food,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,5,0,5,0,5,,,
2015,8,Florida,Food,Norovirus Genogroup II,GII.2,Confirmed,Banquet Facility (food prepared and served on-site),27,0,27,0,27,,,
2015,7,Georgia,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Grocery store,2,2,2,0,2,,,
2015,6,South Carolina,Food,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,4,0,4,0,4,,,
2015,8,Multistate,Food,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",119,17,118,0,119,salsa,tomato,Seeded Vegetables
2015,8,Illinois,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Caterer (food prepared off-site from where served),46,1,,0,,roast beef with mushroom burgundy sauce,,Multiple
2015,8,Ohio,Food,,,,Restaurant - Sit-down dining,2,0,2,0,2,,,
2015,3,Multistate,Food,Salmonella enterica,Newport,Confirmed,Unknown,25,3,25,0,25,latin style soft cheese,,Dairy
2015,9,Ohio,Food,,,,Private home/residence,41,0,41,0,41,,,
2015,8,Nevada,Food,Salmonella enterica,Typhimurium,Suspected,Camp,4,1,4,0,4,ice,,Other
2015,8,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,barracuda,"fish, baracuda",Fish
2015,9,Ohio,Food,Campylobacter,,Suspected,Office/indoor workplace,10,0,10,0,10,vietnamese sandwich (chicken and bbq pork),,Multiple
2015,8,Maryland,Food,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,chicken livers,"liver, chicken",Chicken
2015,9,Illinois,Food,Staphylococcus aureus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),7,0,,0,,,,
2015,8,Wyoming,Food,Campylobacter jejuni,,Confirmed,Private home/residence,6,0,6,0,6,,,
2015,8,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,3,0,3,0,3,"fish, amberjack","fish, amberjack",Fish
