,Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category
4378,2015,12,California,Food,Norovirus unknown,nan,Confirmed,School/college/university,93,0.0,0.0,nan,nan,nan
4379,2016,3,Georgia,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - Sit-down dining,51,11.0,0.0,nan,nan,nan
4380,2015,6,California,Food,Salmonella enterica,Oranienburg,Confirmed,Restaurant - Sit-down dining,11,4.0,0.0,nan,nan,nan
4381,2015,8,California,Food,Norovirus unknown,nan,Confirmed,Banquet Facility (food prepared and served on-site),33,0.0,0.0,nan,nan,nan
4382,2015,12,California,Food,Norovirus Genogroup II,GII.3,Confirmed,Restaurant - Sit-down dining,11,0.0,0.0,nan,nan,nan
4383,2016,5,Ohio,Food,Norovirus Genogroup II,GII.2,Confirmed,Restaurant - Buffet,20,0.0,0.0,lettuce,nan,Vegetable Row Crops
4384,2016,3,Maryland,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
4385,2016,1,Florida,Food,Norovirus Genogroup II,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",3,0.0,0.0,nan,nan,nan
4386,2016,5,Tennessee,Food,Norovirus Genogroup II,GII.1,Suspected,Other,8,0.0,0.0,nan,nan,nan
4387,2016,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7,0.0,0.0,prepackaged leafy greens,nan,Vegetable Row Crops
4388,2016,5,Florida,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,19,1.0,0.0,nan,nan,nan
4389,2016,4,Florida,Food,Vibrio other,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,"oysters, raw","oysters, raw",Mollusks
4390,2015,8,California,Food,Other - Bacterium,nan,Suspected,Caterer (food prepared off-site from where served),9,0.0,0.0,"sushi, unspecified",nan,Multiple
4391,2015,12,California,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
4392,2015,11,California,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.17; GII.17,Confirmed; Confirmed,Banquet Facility (food prepared and served on-site),60,0.0,0.0,nan,nan,nan
4393,2016,5,Kansas,Food,nan,nan,nan,Restaurant - Buffet,5,0.0,0.0,nan,nan,nan
4394,2016,5,Ohio,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
4395,2016,4,New York,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,"tuna, grilled",tuna,Fish
4396,2016,4,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,nan,nan,nan
4397,2016,5,Ohio,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,28,7.0,0.0,hollandaise sauce,nan,Multiple
4398,2016,4,Florida,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,18,0.0,0.0,nan,nan,nan
4399,2016,4,Florida,Food,Vibrio cholerae,Other,Confirmed,Other,2,2.0,0.0,"oysters, raw","oysters, raw",Mollusks
4400,2016,5,Oregon,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.2; GII.2,Confirmed; Confirmed,"Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services",22,1.0,0.0,nan,nan,nan
4401,2016,5,Oregon,Food,nan,nan,nan,Private home/residence,9,0.0,0.0,nan,nan,nan
4402,2016,5,Michigan,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Restaurant - Sit-down dining,130,0.0,0.0,"salad, unspecified",leafy green; sauces/ dressings,Multiple
4403,2016,5,New York,Food,Norovirus Genogroup II,nan,Confirmed,Private home/residence,11,0.0,0.0,"candy, chocolate",nan,Multiple
4404,2016,5,New York,Food,Norovirus Genogroup II,nan,Confirmed,Banquet Facility (food prepared and served on-site),136,0.0,0.0,mixed cut fruit; crudites,"cantaloupe; honeydew melon; pineapple; watermelon; cucumber; vegetables, unspecified",Multiple
4405,2016,5,South Carolina,Food,Norovirus unknown,nan,Suspected,Other,29,0.0,0.0,nan,nan,nan
4406,2016,5,Ohio,Food,"Escherichia coli, Enteroaggregative",unknown,Confirmed,"Fair, festival, other temp or mobile services",10,0.0,0.0,nan,nan,nan
4407,2016,5,Ohio,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
4408,2016,5,Minnesota,Food,nan,nan,nan,Restaurant - Buffet,2,0.0,0.0,nan,nan,nan
4409,2016,2,Maryland,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,8,0.0,0.0,tuna loin,"fish, tuna",Fish
4410,2016,3,Maryland,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,0.0,nan,nan,nan
4411,2016,4,Florida,Food,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
4412,2016,5,New Mexico,Food,Staphylococcus aureus,nan,Suspected,Private home/residence,25,0.0,0.0,"pork, bbq",nan,Multiple
4413,2016,4,Connecticut,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Restaurant - Sit-down dining,7,0.0,0.0,"sandwich, unspecified",nan,Multiple
4414,2016,5,Connecticut,Food,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Restaurant - other or unknown type,10,0.0,0.0,cream puffs,nan,Multiple
4415,2016,5,Florida,Food,nan,nan,nan,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
4416,2015,2,California,Food,Norovirus unknown,nan,Suspected,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),10,0.0,0.0,"cake; cheese; eggs, quiche; petit fours; truffles; coffee; beverages; water; breads",nan,Multiple
4417,2016,5,New York,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis; Enteritidis,Confirmed; Confirmed; Confirmed,Prison/jail,93,2.0,0.0,"chicken, baked",chicken,Chicken
4418,2016,5,Minnesota,Food,Norovirus Genogroup II,GII.4 untypeable,Suspected,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
4419,2016,5,Utah,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
4420,2016,5,Oregon,Food,Scombroid toxin,nan,Confirmed,Private home/residence,2,0.0,0.0,tuna,tuna,Fish
4421,2016,5,South Carolina,Food,Staphylococcus aureus,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,nan,nan,nan
4422,2016,5,Florida,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
4423,2016,5,Tennessee,Food,Staphylococcus aureus,nan,Suspected,Restaurant - Sit-down dining,5,0.0,0.0,pulled pork,nan,Pork
4424,2016,5,Florida,Food,Bacillus cereus,nan,Suspected,Caterer (food prepared off-site from where served),9,0.0,0.0,"chicken, bbq",nan,Multiple
4425,2016,5,Kansas,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4426,2016,5,Nevada,Food,Norovirus unknown,nan,Suspected,Private home/residence,7,0.0,0.0,nan,nan,nan
4427,2016,2,Colorado,Food,Bacillus cereus,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",3,0.0,0.0,sushi,avocado; cabbage; carrots; crab; cucumber; onion; rice; shrimp,Multiple
4428,2016,5,Connecticut,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,7,0.0,0.0,nan,nan,nan
4429,2016,5,New York,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,19,0.0,0.0,paella marinera; guacamole,nan,Multiple
4430,2016,5,New York,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,6,0.0,0.0,nan,nan,nan
4431,2016,5,Wisconsin,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Caterer (food prepared off-site from where served),8,0.0,0.0,"sandwich, turkey",nan,Multiple
4432,2016,5,Iowa,Food,Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis,Confirmed; Confirmed,Private home/residence,30,3.0,0.0,"turkey, ground",nan,Turkey
4433,2016,5,Illinois,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,18,0.0,0.0,nan,nan,nan
4434,2016,4,Illinois,Food,Norovirus,nan,Suspected,Restaurant - other or unknown type,10,0.0,0.0,nan,nan,nan
4435,2016,1,Multistate,Food,Salmonella enterica; Salmonella enterica,Montevideo; Senftenberg,Confirmed; Confirmed,nan,11,2.0,0.0,pistachio,nuts,Nuts-Seeds
4436,2016,5,Missouri,Food,"Escherichia coli, Shiga toxin-producing",nan,Suspected,Private home/residence,11,4.0,0.0,salad,arugula,Vegetable Row Crops
4437,2016,5,Oregon,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 untypeable,Confirmed; Confirmed,Private home/residence,13,1.0,0.0,nan,nan,nan
4438,2016,2,Alabama,Food,Salmonella enterica,Enteritidis,Confirmed,Unknown,13,0.0,0.0,nan,nan,nan
4439,2016,4,Rhode Island,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4440,2016,4,Colorado,Food,Other - Bacterium,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
4441,2016,5,Florida,Food,Staphylococcus aureus,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,macaroni and cheese,"butter; cheese, unspecified; cream; cream cheese; pasta; sauces/ dressings",Multiple
4442,2015,4,Multistate,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,15,4.0,0.0,stuffed chicken,chicken,Chicken
4443,2016,5,New York,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,9,0.0,0.0,egg and shrimp dish,nan,Multiple
4444,2016,5,Nevada,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,7,0.0,0.0,"tuna, raw; sushi and sashimi","fish, tuna; fish",Fish
4445,2016,6,South Carolina,Food,Clostridium perfringens,nan,Confirmed,Caterer (food prepared off-site from where served),44,0.0,0.0,pulled pork,pork,Pork
4446,2016,5,Virginia,Food,Campylobacter unknown; Campylobacter jejuni,nan,Confirmed; Suspected,Caterer (food prepared off-site from where served),15,5.0,0.0,nan,nan,nan
4447,2016,5,Ohio,Food,Norovirus Genogroup II,nan,Suspected,Caterer (food prepared off-site from where served),14,0.0,0.0,nan,nan,nan
4448,2016,5,Kentucky,Food,Norovirus,nan,Suspected,Caterer (food prepared off-site from where served),87,0.0,0.0,nan,nan,nan
4449,2016,5,Connecticut,Food,Norovirus Genogroup II,unknown,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,0.0,0.0,"sandwich, panini",nan,Multiple
4450,2016,5,Connecticut,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Other,10,3.0,0.0,potato salad,nan,Multiple
4451,2016,5,Ohio,Food,nan,nan,nan,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - other or unknown type; Private home/residence; Religious facility; Restaurant - Buffet",28,1.0,0.0,nan,nan,nan
4452,2016,5,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,lasagna,nan,Multiple
4453,2016,5,Hawaii,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,tossed salad,nan,Multiple
4454,2016,4,Florida,Food,Cryptosporidium parvum,IIaA15G2R1,Confirmed,Farm/dairy,3,0.0,0.0,raw milk,raw milk,Dairy
4455,2015,12,Multistate,Food,Salmonella enterica,Virchow,Confirmed,Private home/residence,35,6.0,0.0,powder meal replacement,moringa leaf powder,Herbs
4456,2016,6,Oregon,Food,Norovirus Genogroup II,GII.2,Confirmed,Other,15,0.0,0.0,cake,nan,Multiple
4457,2016,5,Oregon,Food,Norovirus Genogroup II,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,nan,nan,nan
4458,2016,5,Hawaii,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,fish taco,"fish, wahoo",Fish
4459,2016,4,Arizona,Food,Norovirus Genogroup I,nan,Suspected,Restaurant - Sit-down dining,15,0.0,0.0,nan,nan,nan
4460,2016,6,South Carolina,Food,Norovirus Genogroup II,unknown,Suspected,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
4461,2015,5,Multistate,Food,Cyclospora cayetanensis,nan,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type,90,3.0,0.0,"cilantro, unspecified",nan,Herbs
4462,2016,5,Ohio,Food,Campylobacter jejuni,nan,Suspected,Unknown,2,0.0,0.0,"milk, whole milk unpasteurized",nan,Dairy
4463,2016,5,Texas,Food,Salmonella unknown,nan,Confirmed,Private home/residence,12,0.0,0.0,"milk, unpasteurized",nan,Dairy
4464,2016,5,Maryland,Food,Norovirus Genogroup II,GII.1,Confirmed,Banquet Facility (food prepared and served on-site),28,1.0,0.0,nan,nan,nan
4465,2016,5,Maryland,Food,Norovirus Genogroup II,nan,Suspected,Restaurant - Sit-down dining,7,0.0,0.0,nan,nan,nan
4466,2016,5,Maryland,Food,Norovirus Genogroup II,GII.3,Confirmed,Grocery store,85,0.0,0.0,coleslaw; potato salad,nan,Multiple
4467,2015,12,Illinois,Food,nan,nan,nan,Caterer (food prepared off-site from where served),3,0.0,0.0,nan,nan,nan
4468,2015,11,Illinois,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,9,0.0,0.0,nan,nan,nan
4469,2016,3,Illinois,Food,Norovirus,nan,Suspected,Hotel/motel,12,0.0,0.0,nan,nan,nan
4470,2016,6,Ohio,Food,nan,nan,nan,Restaurant - Sit-down dining,14,0.0,0.0,nan,nan,nan
4471,2016,6,Florida,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,eggs benedict,egg,Eggs
4472,2016,3,Maryland,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,4,2.0,0.0,nan,nan,nan
4473,2015,2,Puerto Rico,Food,nan,nan,nan,nan,15,0.0,0.0,nan,nan,nan
4474,2016,5,Oklahoma,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,20,0.0,0.0,nan,nan,nan
4475,2016,6,Virginia,Food,Campylobacter unknown,nan,Suspected,"Fair, festival, other temp or mobile services; Grocery store",4,0.0,0.0,nan,nan,nan
4476,2016,5,Tennessee,Food,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Enteritidis; Muenchen,Confirmed; Suspected; Suspected,Restaurant - Sit-down dining,35,1.0,0.0,eggs,nan,Eggs
4477,2016,6,Florida,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Buffet,23,0.0,0.0,"oysters, raw; oysters, baked","oysters, raw; oysters",Mollusks
4478,2016,4,Wyoming,Food,Norovirus,nan,Suspected,Caterer (food prepared off-site from where served),21,0.0,0.0,nan,nan,nan
4479,2015,10,Florida,Food,nan,nan,nan,Caterer (food prepared off-site from where served),11,0.0,0.0,nan,nan,nan
4480,2016,6,New York,Food,Norovirus Genogroup II,nan,Confirmed,Caterer (food prepared off-site from where served),29,0.0,0.0,"cheese dish, other; spinach artichoke dip; cake, tiramisu",nan,Multiple
4481,2016,6,New York,Food,nan,nan,nan,Restaurant - Sit-down dining,9,0.0,0.0,penne ala vodka,nan,Multiple
4482,2016,6,Florida,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant - Sit-down dining,11,0.0,0.0,nan,nan,nan
4483,2016,6,Iowa,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Caterer (food prepared off-site from where served),10,0.0,0.0,nan,nan,nan
4484,2016,4,North Carolina,Food,nan,nan,nan,Long-term care/nursing home/assisted living facility,27,0.0,0.0,nan,nan,nan
4485,2016,4,North Carolina,Food,nan,nan,nan,Long-term care/nursing home/assisted living facility,16,0.0,0.0,nan,nan,nan
4486,2016,4,North Carolina,Food,nan,nan,nan,Long-term care/nursing home/assisted living facility,16,0.0,0.0,nan,nan,nan
4487,2016,6,Minnesota,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,mung bean sprouts,bean sprouts,Sprouts
4488,2016,5,Colorado,Food,Clostridium perfringens,nan,Confirmed,Restaurant - Sit-down dining,11,0.0,0.0,"salad; rice; beans, unspecified",chicken,Chicken
4489,2016,5,Colorado,Food,Staphylococcus aureus,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4490,2016,5,Minnesota,Food,Campylobacter jejuni,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4491,2016,6,Ohio,Food,Norovirus,nan,Suspected,Private home/residence; Caterer (food prepared off-site from where served); Hospital,20,0.0,0.0,nan,nan,nan
4492,2016,6,Ohio,Food,Clostridium perfringens,nan,Suspected,Caterer (food prepared off-site from where served),6,0.0,0.0,nan,nan,nan
4493,2016,6,Wisconsin,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 untypeable; unknown,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,14,4.0,0.0,nan,nan,nan
4494,2014,12,Idaho,Food,Cryptosporidium,nan,Confirmed,Farm/dairy,4,1.0,0.0,"milk, unpasteurized",nan,Dairy
4495,2015,3,Idaho,Food,Campylobacter,nan,Confirmed,Farm/dairy,4,0.0,0.0,"cottage cheese, unpasteurized",nan,Dairy
4496,2015,9,Idaho,Food,"Campylobacter jejuni; Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed; Confirmed,Farm/dairy,15,3.0,0.0,"milk, unpasteurized",nan,Dairy
4497,2015,11,Idaho,Food,Campylobacter,nan,Confirmed,nan,8,0.0,0.0,"cheese, unspecified, unpasteurized",nan,Dairy
4498,2016,6,Iowa,Food,Clostridium perfringens,nan,Suspected,Grocery store,11,0.0,0.0,cheesy chicken casserole ,nan,Multiple
4499,2016,6,Connecticut,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,nan,nan,nan
4500,2016,7,South Carolina,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Caterer (food prepared off-site from where served),13,0.0,0.0,coleslaw,nan,Multiple
4501,2016,4,Oregon,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,alboacore tuna,"fish, albacore",Fish
4502,2016,6,Kansas,Food,Salmonella enterica,"I 4,[5],12:i:-",Suspected,Restaurant - Buffet,2,0.0,0.0,pork,pork,Pork
4503,2016,6,Hawaii,Food,Hepatitis A,nan,Confirmed,Restaurant - Sit-down dining,281,71.0,2.0,"scallops, raw",scallops,Mollusks
4504,2016,6,New York,Food,Norovirus Genogroup II,nan,Confirmed,Restaurant - Sit-down dining,19,0.0,0.0,nan,nan,nan
4505,2016,7,New York,Food,Scombroid toxin,nan,Confirmed,Private home/residence,2,0.0,0.0,tuna steak,yellowfin tuna,Fish
4506,2016,6,New York,Food,nan,nan,nan,Caterer (food prepared off-site from where served),8,0.0,0.0,nan,nan,nan
4507,2016,5,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4508,2016,7,South Carolina,Food,Salmonella enterica,Infantis,Confirmed,Prison/jail,251,0.0,0.0,nan,nan,nan
4509,2016,6,Minnesota,Food,Campylobacter jejuni,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4510,2016,5,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Grocery store,3,0.0,0.0,nan,nan,nan
4511,2016,7,Ohio,Food,Norovirus,nan,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0.0,0.0,nan,nan,nan
4512,2016,6,Florida,Food,Salmonella enterica,Heidelberg,Confirmed,Prison/jail,2,0.0,0.0,nan,nan,nan
4513,2016,6,Oregon,Food,Salmonella enterica,Newport,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,1.0,0.0,nan,nan,nan
4514,2016,6,South Dakota,Food,Salmonella enterica,Javiana,Confirmed,"Fair, festival, other temp or mobile services; Grocery store",110,31.0,0.0,nan,nan,nan
4515,2016,5,Arizona,Food,nan,nan,nan,Private home/residence,30,0.0,0.0,nan,nan,nan
4516,2016,6,Iowa,Food,Salmonella enterica,Braenderup,Confirmed,Grocery store,51,4.0,0.0,potato salad,nan,Multiple
4517,2016,7,Ohio,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,School/college/university,12,1.0,0.0,"sandwich, peanut butter and jelly",nan,Multiple
4518,2016,7,Ohio,Food,Clostridium perfringens,nan,Confirmed,Restaurant - Sit-down dining,59,0.0,0.0,chicken salad sandwich,nan,Multiple
4519,2016,7,Minnesota,Food,nan,nan,nan,Restaurant - Sit-down dining,6,0.0,0.0,nan,nan,nan
4520,2016,7,Montana,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services",38,6.0,0.0,nan,nan,nan
4521,2016,6,Georgia,Food,Salmonella enterica,Norwich,Confirmed,Private home/residence,10,1.0,0.0,chicken,chicken,Chicken
4522,2016,7,Tennessee,Food,Norovirus Genogroup I,nan,Suspected,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
4523,2016,7,Tennessee,Food,Staphylococcus aureus,nan,Suspected,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4524,2016,6,Minnesota,Food,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,9,1.0,0.0,nan,nan,nan
4525,2016,7,New York,Food,Scombroid toxin,nan,Confirmed,Private home/residence,2,0.0,0.0,tuna burger,tuna,Fish
4526,2016,4,Florida,Food,Scombroid toxin,nan,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,tuna sushi,tuna,Fish
4527,2016,7,Florida,Food,Ciguatoxin,nan,Confirmed,Private home/residence,2,0.0,0.0,"fish, kingfish","fish, kingfish",Fish
4528,2016,5,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,9,1.0,0.0,tomato (see fruit); cucumber; lettuce,nan,Multiple
4529,2016,5,Colorado,Food,Other - Chemical/Toxin,nan,Confirmed,Banquet Facility (food prepared and served on-site),64,0.0,0.0,fiddle head fern,nan,Vegetable Row Crops
4530,2016,7,Louisiana,Food,Norovirus Genogroup II,nan,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,1.0,0.0,nan,nan,nan
4531,2016,4,Colorado,Food,Clostridium perfringens,nan,Confirmed,Restaurant - Buffet,6,0.0,0.0,chicken tikka masala,chicken,Chicken
4532,2016,7,South Carolina,Food,Clostridium perfringens,nan,Suspected,Caterer (food prepared off-site from where served),10,0.0,0.0,pork,pork,Pork
4533,2016,7,Kansas,Food,nan,nan,nan,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
4534,2016,7,Kansas,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4535,2016,7,Connecticut,Food,nan,nan,nan,Caterer (food prepared off-site from where served),7,0.0,0.0,nan,nan,nan
4536,2016,6,Nebraska,Food,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,8,0.0,0.0,nan,nan,nan
4537,2016,8,Tennessee,Food,nan,nan,nan,Restaurant - Sit-down dining,2,0.0,0.0,nan,nan,nan
4538,2016,7,Tennessee,Food,Salmonella enterica,Bareilly,Confirmed,Long-term care/nursing home/assisted living facility,5,3.0,0.0,nan,nan,nan
4539,2016,7,Florida,Food,Ciguatoxin,nan,Confirmed,Private home/residence,3,0.0,0.0,"fish, baracuda",nan,Fish
4540,2016,7,Minnesota,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,11,0.0,0.0,nan,nan,nan
4541,2016,8,Hawaii,Food,Scombroid toxin,nan,Confirmed,Restaurant - other or unknown type,2,0.0,0.0,"fish, ahi; fish, mahi mahi","fish, ahi; fish, mahi mahi",Fish
4542,2016,7,Florida,Food,Staphylococcus aureus,nan,Confirmed,Restaurant - Sit-down dining,4,0.0,0.0,pork belly,nan,Pork
4543,2016,4,Florida,Food,Vibrio cholerae,Other,Confirmed,Restaurant - Sit-down dining,2,0.0,0.0,"oysters, raw",nan,Mollusks
4544,2016,8,Florida,Food,nan,nan,nan,Restaurant - Sit-down dining,6,0.0,0.0,nan,nan,nan
4545,2016,7,Georgia,Food,Norovirus Genogroup I,unknown,Confirmed,Restaurant - Sit-down dining,14,0.0,0.0,guacamole,nan,Multiple
4546,2016,6,Massachusetts,Food,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,2.0,0.0,nan,nan,nan
4547,2016,6,Michigan,Food,nan,nan,nan,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),19,0.0,0.0,nan,nan,nan
4548,2016,8,Tennessee,Food,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Restaurant - Sit-down dining,8,1.0,0.0,nan,nan,nan
4549,2016,6,Michigan,Food,nan,nan,nan,Caterer (food prepared off-site from where served),2,0.0,1.0,pasta,nan,Multiple
4550,2016,7,Ohio,Food,Norovirus Genogroup II,nan,Suspected,Private home/residence; Caterer (food prepared off-site from where served),14,0.0,0.0,alcohol,nan,Other
4551,2016,8,Minnesota,Food,Norovirus Genogroup II,GII.17,Confirmed,Other,15,1.0,0.0,raspberry chocolate chip ice cream,raspberries,Fruits
4552,2016,7,West Virginia,Food,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,4,0.0,0.0,chicken; cantaloupe; eggs,chicken; cantaloupe; egg,Multiple
4553,2016,7,Nevada,Food,Shigella sonnei,subgroup D,Suspected,Camp,3,0.0,0.0,mixed cut fruit,nan,Fruits
4554,2016,7,Minnesota,Food,Vibrio parahaemolyticus,nan,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence",8,1.0,0.0,oysters,oysters,Mollusks
4555,2016,8,Oregon,Food,Norovirus Genogroup II; Norovirus Genogroup II,GII.4 untypeable; GII.4 untypeable,Confirmed; Confirmed,Restaurant - Sit-down dining,10,0.0,0.0,nan,nan,nan
4556,2016,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - Sit-down dining; Fair, festival, other temp or mobile services; Camp; Other",14,5.0,0.0,"beef(fresly killed cow), raw and/or undercooked; ground beef, hamburger",beef; beef,Beef
4557,2016,8,Florida,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,nan,nan,nan
4558,2016,8,Minnesota,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,4,0.0,0.0,nan,nan,nan
4559,2016,7,Maryland,Food,nan,nan,nan,Restaurant - Sit-down dining,5,0.0,0.0,chicken nachos,nan,Multiple
4560,2016,8,Minnesota,Food,Norovirus,nan,Suspected,Restaurant - Sit-down dining,4,0.0,0.0,chicken taco salad; quesadillas,nan,Multiple
4561,2016,8,Minnesota,Food,Vibrio cholerae,O1,Suspected,Restaurant - Sit-down dining,6,0.0,0.0,"shrimp, ceviche",shrimp,Crustaceans
4562,2016,7,Florida,Food,Salmonella other,nan,Confirmed,Restaurant - Sit-down dining,12,2.0,0.0,chicken,nan,Chicken
4563,2016,7,Rhode Island,Food,Norovirus unknown,nan,Suspected,Restaurant - Sit-down dining,3,0.0,0.0,"tartar sauce, unspecified; lemon, unspecified",nan,Multiple
